 ,投稿日時,テキスト,URL,imp,リプライ数,RT数,いいね数,引用数,投稿アプリ,@,名前,自己紹介,フォロー数,フォロワー数,ツイート数,アカウント作成日,
,2026/02/28 13:41,Xで稼げない人の病気。それは「あれもこれも見てる内に頭の中がぐるぐるになってあぁ結局何から手をつければいいんだ」なわけです。はっきり言いますが、TL見過ぎですし、一生あなたが稼げる日はやってこない。やるべきは　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　９割の情報を捨てることに尽きます。情報の取捨選択、とか言うけど、「何を選ぶか」よりも、「９割捨てること」のほうが1億％必要です。病む人、手が止まる人は、2億％は「見過ぎ」の一言に尽きます。見るな。一つのノウハウを信じたら、「あーなんかTL欄色々バタついてんなー受ける見ないけど」ぐらいでいないとだめです。TL欄リサーチなどいらねーです。98%の人間はTL欄見すぎると病気になるようにできています。さらに言うならばあなたが「情報収集している」と思っているその時間、ほぼ100％「行動から逃げている時間」です。「今日も学んだ」「今日も見た」って安心している場合じゃねーのです。１円にもつながる行為でもありませんそれは。TLを見続けると、他人の正解が頭の中に溜まり続けて、自分の一手がどんどん打てなくなる。あれも正しそう。これも良さそう。結果、何もやらない。これが一番キツいのは、僕だって一緒です。だから見ないのです。稼げない人は、能力が低いんじゃない。決断回数が少ないだけ。今日からやることはシンプルです。一人決めろ。一つ決めろ。一つだけやれ。他は全部ノイズ。TLを閉じろ。通知を切れ。そして、今決めた一手をやれ。稼げない人の病気は「情報過多」。治療法は「遮断」と「一点集中」だけです。これをできる人から順番に抜けます。,https://twitter.com/neko_presi/status/2027605006271250465,3209,9,0,55,5,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/26 19:54,迷うから動けなくなるのではない動けなくなるから迷うのです。,https://twitter.com/neko_presi/status/2026974204399333866,511,0,0,21,0,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/26 17:47,まー批判じみた投稿にはなるのだけれども、よく考えてほしい。「ワイ運用」的にブイブイとしている発信者に教えをこう、ノウハウを賜るということは、概ね、あなたも「わい運用」的にブイブイすることになるけど、それは、心耐えられそうですか？僕が思うに、ブイブイ運用には適正がある。「戦神のごときドーパミンで戦える」的な人は確かにたまにいるが、全体の3%もおらんよ。なんか真似してみて、大体疲れて辞める。歯ぁ食いしばってやれてきてない人生の人が、そんなところに飛び込んで、結果を出し続けられると思いますか？みんな疲れることを選択しすぎというか、後先を考えずに手前しか考えられないなと本当に見ていて思う。結果を出した人でさえ、「あれ、なんかいなくなったぞ」と姿を消すことがとても多い。と思ったら転生垢でまたブイブイしている。ブイブイして先導することが、Xでやらないといけないことでは決してない。,https://twitter.com/neko_presi/status/2026942058750185694,653,1,0,21,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/26 17:30,なんかこう、年1000万なんて世界は、当たり前に突破して欲しい世界だと思っている。今の生活にプラスで5万10万とかもいいけど、そんなんじゃなく人生変えたい、みたいな人を僕は見たい。楽とは言わないけど、方法論は確立してるので、「変わりたい」という強い意志&行動力&知識習得があれば別に誰でも突破しうるとは思っている。,https://twitter.com/neko_presi/status/2026937781398966287,737,2,0,22,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/26 09:41,僕の思う「頭のいい人」とは「記憶力がある」とか「覚えがいい」とか、そういうのではなく、・「自分は間違っている前提」で世界を見ている・感情が揺れた瞬間に「なぜ揺れたか」を観察できる・勝てる場所を探すことに1番時間を使う・努力より「構造」を疑う・理解できない人を切らずに「自分の説明能力」を疑う・情報を集めるより、「捨てる」ほうがうまい・やる気がない自分を責めず、仕組みで縛る・自分の能力より「環境」を変えるこんなひと。素直で、感情とうまく付きあえる人。そういう人はビジネスでも結果を出しやすい。逆に僕が思う「頭がよくない人」とは・自分が正しい前提で話を聞く・感情を“事実”だと思い込む・努力量で殴ろうとする・環境が悪いのに、自分を鍛えようとする・「わからない」を相手のせいにする・情報を集めることで賢くなった気になる・やる気が出るのを待つ・プライドを守るために、行動を遅らせる・議論に勝って、現実に負ける・できない理由の説明だけは異常にうまいとかですね。このような行動考えは愚なのです。愚。,https://twitter.com/neko_presi/status/2026819888896159884,2023,0,1,41,3,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/26 09:19,AI漫画で稼ぎたい人が、事業者相手にアポを取りまくっている。60人DMで3アポ確定。全部AIなどを用いてやりとりをしているだけだ。これ、興味ある人いる？,https://twitter.com/neko_presi/status/2026814446673514628,377,0,0,9,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/25 12:16,価値提供とかいうけど、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　人がなんに「価値」を感じるかを理解していなければ、「価値提供」もできないのです。「価値」を理解し操れるものが、裕福になるのです。ビジネスで結果が出てない人は、99%「価値」の解像度が低いです。,https://twitter.com/neko_presi/status/2026496511366848549,871,0,0,23,1,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/25 11:57,※※※※※※※※※※※※※※※※※※※緊急※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※※明日、Xに関する企画を打ちます。ちょっといかつい動画を用意しました。,https://twitter.com/neko_presi/status/2026491836651680195,1080,0,0,21,1,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/25 10:08,「稼ぐノウハウはいくらでもある」とか最近聞くけど、案外「こうやったら稼げるよ」と本当の意味で１から１００までわかるものは僕は見たことない気がするんだけど。要は「ロードマップの質」がこの業界は低すぎると思うね。あえてだろうか。,https://twitter.com/neko_presi/status/2026464201439662346,603,0,0,18,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/24 17:34,先日僕と話した人が「どう見ても、他の人とは違って本物に見えたので、ねこ社長から学ぶべきと思いました」と言ってくれました。あぁ見る目がなんてあるんだろうってぶっちゃけ自分でも思っています。「本当の意味で再現性があるのか？」を僕ほど追求し、無理なくいくためのメソッドを追求した人は、残念ながらこの業界にはいないと踏んでいます。・嘘をつく・なんかクソブイブイいわす・グレージャンルを攻めるなどなしに、初心者が本当に０から100万までいかせた人数で言えば、僕が圧倒的に多いのです。それは僕自身が、嘘をついたりごりったりしないと稼げないわけ？とこの業界に疑問を抱いていたからに他なりません。だから研究して、だから開発して、だから実績を出せている。今でも5万まで一気に持って行った人は多いですし、そこから一気に100万近く収益化した人も多くいます。ですし、そう言う人を増やして、脱サラ級に稼げる人を輩出するのが僕の目的であり夢なのです。はよ稼いで暇になって欲しい。そう願うばかりです。,https://twitter.com/neko_presi/status/2026214011709145266,984,0,0,17,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/24 10:02,「リプ周りをしているけど・・・いらないの？リプ周りすべきか迷ってる」という人のために、リプ周りのいいところと悪いところを全てを解説します。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　都合のいいように言うこともなく、ガチで客観視を入れながら、解説するので参考になると思います。まずメリットから。１つ目はーーーーーーーーーーーーリプ周りは認知拡大になるーーーーーーーーーーーーリプをすると、まず、リプをした本人に認知をしてもらえます。するとプロフィール見てフォローバック、なんてことも起きます。また、影響力の大きい人にリプをしてされた側にとって「いいリプ」だった場合はRTしてもらうこともあります。された側の「いいリプ」っていうのは、２種類あって①純粋に素晴らしい、気づきになったというリプ②RTすると、自分の評価が上がると２つあります。①は、僕ももらうとよくRTします。あぁ、そんな角度からの気づきもあったなって。ナイス気づき。勉強になったわ。心動いた。いいっすね、みたいな。つまり、割と普通に自然にやるRTといったところ。もう一つの②RTすると、自分の評価が上がるは、例えば死ぬほど、「ねこ社長やっぱりすごいです。動画とか全部見させてもらったんですが、めちゃくちゃ見やすかったです。」みたいな、自分を評価するレビューですね。こういったものがあると、RTしておくと、リプされた側が得するんですね。「他の人が自分を評価してますよ」っていうのをTL欄に流すので、社会的評価につながります。つまり、格上にリプ周りをするときは、この①か②がおすすめです。そうすることによって、RTされたりしますし、格上自信に認知もされます。で、リプ周りに関してですが、注意点があります。それはーーーーーーーーーーーーーーー謎のマウントポジションはやめろーーーーーーーーーーーーーーーです。なんかたまに「応援しています」とか「確かにそれ大事です」とか微妙に上からマウントでリプしてくる人がいます。で、アカウント行ったら「フォローしてないんかい」みたいな。あー営業目的で上からマウントか的な。こう言う輩がいるから本当にこの業界は嫌いなんです。この際、はっきり言ってしまいますが、信頼関係もクソもなくあなたがいかに格上だろうと、いきなりマウントって頭がおかしい奴がやる行為です。これって、僕の感覚的には、「コンビニの店員にタメ語」みたいな人です。僕は、そう言うタイプは無理です。嫌い。あー、仲良くなれんわって思う。人としてないと思っています。それをあなたが無自覚か自覚かわかりませんが、人に対して行うとほとんどの人がイラッとします。要はですね、リプ周りと、あなたが称した「営業行為」だろうと相手は人でありコミュニケーションの仕方には、気を遣えってことです。で、ですね。本題とも言うべき、「僕がリプ周りをすべきじゃないと思う理由」を２つ説明しますと１つ目はーーーーーーーーーーーーーーーディスブランディングになりやすいーーーーーーーーーーーーーーーというものがあります。ブランディングってすごく重要です。要は、先生ポジションをキープしておかないとあなたの商品は売られづらいです。友達だと高いものは特に、売れづらいです。「友達の付き合い」でやれる範囲と「学びたい先生から学ぶ」でやれる範囲これは範囲が全然違う。友達に5000円くらいは払えても、5万は払えないでしょ。学びたい先生だったら、5万払ったりもする。そう、先生ポジションってアカウント運用においてかなり意識すべきことなんですね。で、先生ポジション大事にする上で、リプ周りって、絶妙な距離感が必要なんですよね。例えば、格上に対してマウント取るとかもってのほかだし下から行ってもいいんだけど、僕は結構気を遣ってリプ周りをする。例えば、友達感覚で「えー✨すごーい✨」みたいなノリで絡むと、先生には見えない。結果、権威が落ちる。ディスブランディング。高単価なものを売る場合には特にものが売れづらくなります。そして、ーーーーーーーー時間効率悪すぎるーーーーーーーーんですよね。先ほど伝えたように、コミュニケーションを考えながら、リプ周りをする必要があるので、めっちゃ、僕は１リプするだけでも、かなりの神経を使います。気をかなり使います。いや、僕も普通にリプとかしますよ？今行ってるのは、営業を目的とした「リプ周り」です。リプ周りを目的としてると絶対に、１リプの質、落ちるんですよ。1日５０リプとか、せいぜい、一つのリプに使える時間って、1分か2分でしょ。そうなったら、制度おちるんですよね。結果、相手の気分を害すコミュニケーションを取ってしまう。ていうか、５０リプするって、１、2分ってことは１、2時間、リプだけやるってこと・・・？いや、他のことやったほうが時間効率よくないか、というのが僕の意見ということです。ですので、僕はリプ周りを推奨していません。リプ周りより、いいツイートを量産することとかライティングを鍛えることとかいいコンテンツを作ることとかそういったものに時間をかけて見た人に「興味を持ってもらう」アカウント作りにしたほうが圧倒的にレバレッジが効きやすいアカウントになります。あ、もう一つ、リプ周りのデメリットを伝えるとーーーーーーーーーやった感が半端ないーーーーーーーーーがあります。リプ周りしたら、仕事した感が出るんですよね。ふー疲れた今日も頑張ったなって。僕は謎の頑張った感って、マジで邪魔だと思ってるんですね。結果に最速で、無駄のない努力。結果として無駄があってもいいけど、わざわざ遠回りをするやり方、無駄に充実感だけを高めてしまうやり方は危険だとすら思っています。わーリプ返してくれる人が増えたな、とかいいねしてくれる人が増えたな、とかいやそのへんマネタイズ量に比例しないから、と思ってしまうんです。全く比例しないとは言いませんが、かなり効率が悪い。y=1/2xぐらいの、比例の仕方です。いや、y=1/4xぐらいか。もっと、y=x² ぐらいのやり方あるってって思うのでリプ周りを推奨していないんです。まとめると、ーーーーーーーーーーーーリプ周りは認知拡大になるーーーーーーーーーーーーーーーーーーーーーーーーーーー謎のマウントポジションはやめろーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーディスブランディングになりやすいーーーーーーーーーーーーーーーーーーーーーーー時間効率悪すぎるーーーーーーーーーーーーーーーーーやった感が半端ないーーーーーーーーーでした。・・・ちなみに、営業を目的としたリプ周りが、僕は不要だと言っているだけで普通に本音で交流する分にはどんどんリプしていいと思っています。なのでリプ𓃠とかもらえるんだったら普通に嬉しいので参考になった方はぜひリプ𓃠を。,https://twitter.com/neko_presi/status/2026100351821377874,1440,6,0,21,1,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/24 09:34,発信頑張ってるけど、自分にはファンが少ない！という人は、これを学ぶべしです↓　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　——————————どんな相手でも「へぇ」と言わせられる1分トークを10個仕込んでおけ——————————　　　　　　　　　正味、ファンができない人の特徴はこれで↓・おもんない・普通の人・ありきたりなこと言う・テンプレっぽい・チャレンジぽいものが見えないなどが特徴となっており、「ワンオブゼム」の域から出ないから、ファンができないのです。一方、ファンができる人は・おもろい・なんかバグっている・何言うか予想ができない・テンプレとは違う何かがある・いつもチャレンジしているという人の発信に、ファンができる。だから日頃からおもろいことしてバグった行動して切り口を色々と変えて、などをしているといいのだけども、特に大事と思うスキルは「1分話しておもしれー」と思わせる技術だ。これはポストにも生きる。正味、つまらねーやつの話、文章には、「へぇ」がすくない。「へぇ」が多いと、基本的に人は「この人からもっと学びたい」となりやすい。1分。1分でいいのだ。正味、1時間勉強したことは、1分は話せる。正味、相手が1億円稼いでいる人にだって、30分話している間に、5回ほど1分トークで「へぇ」と言わせられれば、相手はあなたに興味を持つ。誰にも知らない話。ビジネスのことがメインがいいが、別にもはや雑談でもいい。「へぇ！おもろ！」と思わせる必殺トークがあなたにはどれだけあるか。僕は100個はあると思う。だから、僕と話している人は皆「ねこ社長の話はおもろい」となるし、僕の動画は面白いとよく言われる。あらゆる事例や例えなどがポンポン出るからだ。これがファン化の一つのテクニックになるんだけど、ここを怠って「ファン化」など笑わしてくれる、と僕は思う。磨くのは「1分トーク」であり、ポストなどその変形に僕はすぎないと思う。そして、それを磨くためには——————————自分が「へぇ」と思ったことを、即暗記して明日から使いこなす——————————に尽きる。面白話を、「おもしろかった話」で終わらせるな。面白話を、「自分の武器」として使いこなせ。ファン化とか、話はそれからだと思うのです。,https://twitter.com/neko_presi/status/2026093414018867395,1680,0,1,27,1,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/24 09:25,仕方ないから、僕が「2026年に信用が0でも、100日前後で無理なくnote使って100万を稼ぐために何をするか」を解説してみようと思う。①noteとAIでなんでもいいから「1ヶ月で5万円稼いだ」という実績を作るもうなんでもいいから、「noteで5万」という実績を作る。これを作ってしまえば、100万は見える。②noteとAIで5万稼げた、という方法などを使ってリストを300人集めるまぁなんでもいけます。・Brainで商品を出す・企画を打つとかこの辺を駆使して、リストを300人集めます③noteとAIで稼げた、という詳細を5万文字にまとめて1万円で販売するそのリストに対して、10部限定、を3回繰り返して、1万円で販売する。おそらく、30部売れればOK。そうすると30万近くの収益化になる④購入した30人に対してサポート販売を実施30人購入者がいたら、15人は直接会話するようにする。サポート徹底する。で、本気で稼ぎたそうだなこの人、という3名をこちらから見つけて、「どうすか。やってみないすか」で、25万円でサポートを販売する。そうすると計100万はいく肝は、①noteとAIでなんでもいいから「1ヶ月で5万円稼いだ」という実績を作るのやり方だと思うけど、まぁこんなんいくらでもやり方はある。②リストを300人集める、とかも、ぶっちゃけ1ヶ月もあれば、知識がなかろうが行く。僕の教えた人らは、１、２ヶ月で300リスト取れている。むしろなぜ取れないのか謎。ちなみに④だけど、これが美しくて、③で自分自身が30万近くのコンテンツ販売には成功しているから、「そのやり方を30万で教える、なんなら1年教えていう通りにやったのに稼げなかったら返金する」とかいったら、これは高単価として妥当なサービスとなる。・・・この辺の細かいやりかた、もっと知りたいですか？,https://twitter.com/neko_presi/status/2026091031276716517,9112,9,1,96,4,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/23 19:50,久しぶりに体調崩しましたやはり健康、体調が一番大事ですね。ベッドで返信やらはしていきます,https://twitter.com/neko_presi/status/2025885919321170385,920,4,0,33,0,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/21 22:01,①すでに成果のある方で、②明確な目的があった上で③週に10時間ぐらいは使えそうな人で「X伸ばしたい」って人いますか？今のインプレッションが200から500くらいの人がドンピシャです。多分1.2ヶ月で伸ばせるので、ちょっと色々ライトなプラン用意するので興味ある人はDMいただければ。,https://twitter.com/neko_presi/status/2025194236023599240,880,1,0,22,0,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/21 18:05,広告から売上月3000万円・ROAS1000%などの数字を叩き出しているマーケター・セールスマンに「セミナーである１つのセッション入れたら成約率2~3倍いったんですよね」という「特別なセッション」を教えてもらったので、2800文字程度の文章にまとめたんだけど知りたい人います？内容はtoCだけど、toBにも使えるし、セールス・ライティングの学びも一層深まる内容と思います。欲しい方は↓,https://twitter.com/neko_presi/status/2025134663543783779,17719,136,4,166,10,xtep,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/21 10:29,ワンピースみたいに「中学時代から海賊ものを描くと決めてた」と言って10年以上ノート２冊以上に書き溜めた設定をジャンプにぶち込んだら大ヒットするなんていう誰もが羨む天才なんてほぼいなくて、ナルトのように「とりあえず忍者ものでいこうってノリで始めた。連載当初は７話までしか構想練っていなかったしこんなにヒットするとは思っていなかった」みたいな漫画家の方が一般的で、「神アイディアが降りてきて成功」なんていう0.0001％は凡人には来ないので、とりあえず打ってみながら調整することが、凡人ができる正しいことだと思うのです。,https://twitter.com/neko_presi/status/2025020026244497527,786,0,0,14,1,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/20 22:35,まぁ記事も書くけどやはり普通にポストの方が好きだなとは思う。,https://twitter.com/neko_presi/status/2024840354344976680,299,0,0,9,0,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/20 19:40,今日年商10億ぐらいある友人に、「なんか発信したい！！！」と言われたので、note作って売ろうぜ、を提案した。実績強い人は、とりあえずnoteポンだしとかはあり。多分2ヶ月で500万ぐらいは行くと思うこの人は。まぁ金額よりも、「SNS経由で、自分のメディアで、自分のファンができた」という体験を喜んで欲しいからやってもらってるって感じ。,https://twitter.com/neko_presi/status/2024796419086025014,1097,1,0,26,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/28 16:59,Xで稼げる人、ほぼ100％の人に共通する、「ある一つの能力」がある。年1000万～1億いく人の共通点。ほぼ全員備えている能力。それは　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　——————————人の感情を揺さぶることに全集中できる能力——————————だ。サイコパスをイメージしてもらえればいい。まぁ我々も、やってることはサイコパスに近いしね。サイコパスは、とにかく感情を揺さぶる。・今だけしか買えない・今のその苦しい生活から抜けられる・他にはない唯一の手段・100万稼いで、解放されたくないかね表現、テクニックなどあるが、いわば「揺さぶる」ことに長けている。もはや、「どう書こう」とかではなく、「揺さぶる」ことを至上命題としながら書いている。喋っている。稼げない人は、この感覚が全くない。相手の感情に侵入し、感情を揺らす。それはともすれば「侵略行為」にも思えるから、踏みとどまってしまったり、弱い表現になったり躊躇が生まれる。サイコパスは恐ろしいことに「揺らす」ことそのものに快感を覚えているから、当然躊躇なんかないわけだけれども、真っ当な発信者はどう思っているかというと、その「揺さぶり」を、「背中を押している」と思っている。いいもの作った→背中を押してでも買った方がいいと心から言える→揺さぶるのも辞さないという発想である。もしゴミを堂々と揺さぶり売っているなら、なかなか大したサイコパスだなとは思うわけだけれども、努力して作ったものを、揺さぶる技術で売ることは善である。ターゲットの感情を知る。何を言ったら揺さぶられるのかを知る。何を言ったら背中を押せるのか知る。技術を通して、その感覚を身につけたものだけが裕福になっていくのです。,https://twitter.com/neko_presi/status/2027654755062005787,2604,7,0,63,2,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/02/28 13:41,Xで稼げない人の病気。それは「あれもこれも見てる内に頭の中がぐるぐるになってあぁ結局何から手をつければいいんだ」なわけです。はっきり言いますが、TL見過ぎですし、一生あなたが稼げる日はやってこない。やるべきは　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　９割の情報を捨てることに尽きます。情報の取捨選択、とか言うけど、「何を選ぶか」よりも、「９割捨てること」のほうが1億％必要です。病む人、手が止まる人は、2億％は「見過ぎ」の一言に尽きます。見るな。一つのノウハウを信じたら、「あーなんかTL欄色々バタついてんなー受ける見ないけど」ぐらいでいないとだめです。TL欄リサーチなどいらねーです。98%の人間はTL欄見すぎると病気になるようにできています。さらに言うならばあなたが「情報収集している」と思っているその時間、ほぼ100％「行動から逃げている時間」です。「今日も学んだ」「今日も見た」って安心している場合じゃねーのです。１円にもつながる行為でもありませんそれは。TLを見続けると、他人の正解が頭の中に溜まり続けて、自分の一手がどんどん打てなくなる。あれも正しそう。これも良さそう。結果、何もやらない。これが一番キツいのは、僕だって一緒です。だから見ないのです。稼げない人は、能力が低いんじゃない。決断回数が少ないだけ。今日からやることはシンプルです。一人決めろ。一つ決めろ。一つだけやれ。他は全部ノイズ。TLを閉じろ。通知を切れ。そして、今決めた一手をやれ。稼げない人の病気は「情報過多」。治療法は「遮断」と「一点集中」だけです。これをできる人から順番に抜けます。,https://twitter.com/neko_presi/status/2027605006271250465,3209,9,0,55,5,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
